24.7194	40.6064	#	HT	THAS
20.656	38.621	#	HT	EVGI
5.804671	45.06079	#	FR	OGS1
5.801324	45.064487	#	FR	OGS2
14.1148	37.8335	#	IV	PETRA
8.01358	47.43757	#	CH	EMMET
12.6302	35.5183	#	IV	LPDG
25.4282	36.4159	#	HA	SNT1
15.132629	41.199899	#	IV	BIOG
8.17798	47.87161	#	CH	BERGE
7.8082	44.0426	#	GU	MGRO
20.6554	38.8249	#	HT	TSLK
13.962	37.158	#	IV	CLTA
15.2304	38.7992	#	IV	IST3
14.731	38.1199	#	IV	MCPD
23.345	44.0201	#	RO	BAIL
25.2172	44.1343	#	RO	COPA
26.8194	44.4739	#	RO	LEHL
22.9325	44.2782	#	RO	PUNG
24.4038	43.9986	#	RO	VLAD
10.9436	45.9595	#	SI	LUSI
28.4224	44.1779	#	RO	MFTR
27.6436	46.2334	#	RO	BIR
22.675	43.6227	#	BS	BLKB
25.8751	42.9287	#	BS	ELND
28.4162	43.4059	#	BS	KALB
26.4941	43.8024	#	BS	KUBB
26.593	43.3701	#	BS	LOZB
24.6207	43.387	#	BS	PLVB
26.5079	43.5662	#	BS	RAZG
28.6057	43.5389	#	BS	SHAB
15.0372	36.7085	#	IV	HPAC
11.0031	44.8658	#	IV	CAVE
10.065	44.4904	#	GU	GRAM
17.8878	46.9001	#	HU	TIH
26.7099	45.5481	#	RO	BISRR
21.87263	38.39341	#	CL	MALA
7.92093	47.47612	#	CH	ROTHE
14.139635	40.829168	#	IV	CSFT
21.948053	38.414174	#	CL	MG04
21.946234	38.412867	#	CL	MG06
10.4821	44.0261	#	GU	CARD
10.8987	44.8873	#	IV	NDIM
12.863385	35.871622	#	IV	LINA
20.7258	46.3501	#	HU	AMBH
15.0216	37.6314	#	IV	ENIC
15.1885	37.6719	#	IV	EPOZ
14.8794	37.6181	#	IV	ESML
14.4242	40.8059	#	IV	VTIR
8.25262	47.71217	#	CH	METMA
8.012475	47.230884	#	CH	DAGMA
6.645363	47.710204	#	FR	RONF
29.7269	45.1621	#	RO	TSSL
12.50993	42.23696	#	IV	SRES
15.0336	37.7912	#	IV	EMCN
23.0621	36.2566	#	HL	KTHA
3.8589	47.2683	#	RD	LOR
2.2175	43.3411	#	RD	MTLF
5.88	44.9183	#	RD	ORIF
8.9994	42.5483	#	RD	PGF
15.5361	40.8755	#	IX	RDM3
14.3095	48.8199	#	CZ	CKRC
9.1231	47.7528	#	CH	WALHA
8.84676	47.89519	#	CH	EMING
23.234301	42.614399	#	BS	VTS1
5.806072	45.06951	#	FR	OGS3
16.7544	45.6135	#	CR	MOSL
17.5348	47.1712	#	HU	MPLH
11.707267	44.07746	#	IV	LMD
14.9498	37.8208	#	IV	EMSG
14.857	37.824	#	IV	EPZF
27.8487	45.8996	#	RO	VARL
27.7911	46.6415	#	RO	VASR
10.9587	46.0835	#	ST	GAGG
24.0428	35.5193	#	HC	CHAN
23.6248	35.2348	#	HC	KNDR
29.8723	46.5293	#	MD	PURM
22.651199	42.834599	#	BS	TRAN
15.3331	40.9298	#	IX	AND3
14.630154	41.18326	#	IV	VITU
13.8229	37.4639	#	IV	CMDO
15.816928	41.158295	#	IV	CAPA
12.41991	43.55846	#	IV	APEC
5.922489	46.759014	#	FR	RIVEL
24.100138	38.633147	#	HL	KYMI
27.8302	45.5007	#	RO	SCHL
28.0467	44.5445	#	RO	TLBR
25.3953	36.4037	#	HA	SNT5
7.16525	47.37927	#	CH	MTI02
23.4256	42.4762	#	BS	PLNA
14.1747	40.8115	#	IV	CBAG
26.2952	45.4272	#	RO	NEHR
15.51	42.123	#	IV	TREM
4.15633	44.36892	#	FR	BANN
24.9609	44.8629	#	RO	STFAR
12.770183	41.750225	#	IV	VIVA
14.383211	40.852793	#	IV	VPOB
7.2366	44.0558	#	FR	SPIF
17.3317	47.4162	#	HU	EGYH
11.1884	45.8808	#	ST	DOSS
26.0909	35.2021	#	HC	STIA
20.3734	38.2385	#	HT	DMLN
14.090403	40.832942	#	IV	CFMN
20.5746	38.6839	#	HT	DRAG
20.6983	38.7135	#	HT	NYDR
20.5841	38.114	#	HT	PSDA
28.4196	44.8565	#	RO	TPGR
20.267	47.2996	#	HU	BSZH
14.433985	40.826595	#	IV	VCNE
